fusionTranscriptID	fusionGenePair	breakpointID	5pStrand	3pStrand	junctionReads	spanningReads	TCGACancerCode	TCGASampleID
MKL2::ZNF200__16:14234283-16:3235360	MKL2::ZNF200	16:14234283-16:3235360	+	-	4	4	LGG	TCGA-CS-5397-01A-01R-1896-07
SHB::GRIN2A__9:37955883-16:9849961	SHB::GRIN2A	9:37955883-16:9849961	-	-	3	6	LGG	TCGA-CS-5397-01A-01R-1896-07
TXN2::CTNNA1__22:36480575-5:138723467	TXN2::CTNNA1	22:36480575-5:138723467	-	+	3	6	LGG	TCGA-CS-5397-01A-01R-1896-07
ABAT::KIAA0430__16:8674711-16:15612777	ABAT::KIAA0430	16:8674711-16:15612777	+	-	1	12	LGG	TCGA-CS-5397-01A-01R-1896-07
FAM219A::MKL2__9:34458204-16:14210243	FAM219A::MKL2	9:34458204-16:14210243	-	+	3	4	LGG	TCGA-CS-5397-01A-01R-1896-07
UTP6::PABPC1L__17:31878250-20:44930518	UTP6::PABPC1L	17:31878250-20:44930518	-	+	1	10	LGG	TCGA-CS-5397-01A-01R-1896-07
CDIP1::SGF29__16:4538702-16:28581055	CDIP1::SGF29	16:4538702-16:28581055	-	+	1	4	LGG	TCGA-CS-5397-01A-01R-1896-07
SHISA9::CCL19__16:13203549-9:34690342	SHISA9::CCL19	16:13203549-9:34690342	+	-	1	4	LGG	TCGA-CS-5397-01A-01R-1896-07
FGFR3::ELAVL3__4:1806934-19:11466827	FGFR3::ELAVL3	4:1806934-19:11466827	+	-	53	379	LGG	TCGA-CS-6186-01A-12R-2027-07
LRP1::BCAN__12:57202537-1:156657675	LRP1::BCAN	12:57202537-1:156657675	+	+	1	5	LGG	TCGA-CS-6186-01A-12R-2027-07
SCAMP2::DBN1__15:74873199-5:177460703	SCAMP2::DBN1	15:74873199-5:177460703	-	-	2	1	LGG	TCGA-CS-6186-01A-12R-2027-07
MFSD2A::LAPTM5__1:39955385-1:30742549	MFSD2A::LAPTM5	1:39955385-1:30742549	+	-	27	241	LGG	TCGA-CS-6188-01A-11R-1896-07
SNIP1::KIF17__1:37552645-1:20666331	SNIP1::KIF17	1:37552645-1:20666331	-	-	3	59	LGG	TCGA-CS-6188-01A-11R-1896-07
HDAC9::CPQ__7:18087213-8:97066009	HDAC9::CPQ	7:18087213-8:97066009	+	+	1	7	LGG	TCGA-CS-6188-01A-11R-1896-07
ATRX::ZNF304__X:77785982-19:57353725	ATRX::ZNF304	X:77785982-19:57353725	-	+	10	52	LGG	TCGA-CS-6290-01A-11R-1708-07
USP46::PDGFRA__4:52659115-4:54274531	USP46::PDGFRA	4:52659115-4:54274531	-	+	156	720	LGG	TCGA-CS-6665-01A-11R-1896-07
DCUN1D4::SGCB__4:51843267-4:52033640	DCUN1D4::SGCB	4:51843267-4:52033640	+	-	22	93	LGG	TCGA-CS-6665-01A-11R-1896-07
TMEM165::PDGFRA__4:55396396-4:54267289	TMEM165::PDGFRA	4:55396396-4:54267289	+	+	5	15	LGG	TCGA-CS-6665-01A-11R-1896-07
VMP1::SUZ12P1__17:59738947-17:30768834	VMP1::SUZ12P1	17:59738947-17:30768834	+	+	3	10	LGG	TCGA-CS-6665-01A-11R-1896-07
LNX1::DANCR__4:53557874-4:52712824	LNX1::DANCR	4:53557874-4:52712824	-	+	2	4	LGG	TCGA-CS-6665-01A-11R-1896-07
FBXW7::TMEM126B__4:152534941-11:85634086	FBXW7::TMEM126B	4:152534941-11:85634086	-	+	3	9	LGG	TCGA-CS-6666-01A-11R-1896-07
ZBTB7C::FBXO15__18:48338174-18:74073730	ZBTB7C::FBXO15	18:48338174-18:74073730	-	-	3	4	LGG	TCGA-CS-6666-01A-11R-1896-07
HDAC4::BRAT1__2:239081095-7:2554447	HDAC4::BRAT1	2:239081095-7:2554447	-	-	2	7	LGG	TCGA-CS-6666-01A-11R-1896-07
SHC2::TJP3__19:440862-19:3750138	SHC2::TJP3	19:440862-19:3750138	-	+	5	16	LGG	TCGA-DB-5270-01A-02R-1470-07
CCDC94::MAP2K2__19:4254489-19:4110655	CCDC94::MAP2K2	19:4254489-19:4110655	+	-	1	4	LGG	TCGA-DB-5270-01A-02R-1470-07
ZNF704::FAM49B__8:80821374-8:129842205	ZNF704::FAM49B	8:80821374-8:129842205	-	-	1	3	LGG	TCGA-DB-5270-01A-02R-1470-07
FARP1::NME1__13:98213413-17:51159980	FARP1::NME1	13:98213413-17:51159980	+	+	23	213	LGG	TCGA-DB-5275-01A-01R-1470-07
SPAG9::CLYBL__17:51120354-13:99866240	SPAG9::CLYBL	17:51120354-13:99866240	-	+	1	34	LGG	TCGA-DB-5275-01A-01R-1470-07
GRIA4::NAALAD2__11:105862208-11:90173824	GRIA4::NAALAD2	11:105862208-11:90173824	+	+	28	113	LGG	TCGA-DB-5277-01A-01R-1470-07
IGDCC3::GLDN__15:65375097-15:51383785	IGDCC3::GLDN	15:65375097-15:51383785	-	+	34	69	LGG	TCGA-DB-5277-01A-01R-1470-07
BICD1::ZNF438__12:32338979-10:30849443	BICD1::ZNF438	12:32338979-10:30849443	+	-	4	6	LGG	TCGA-DB-5277-01A-01R-1470-07
SPRED2::NAPG__2:65431962-18:10530770	SPRED2::NAPG	2:65431962-18:10530770	-	+	2	14	LGG	TCGA-DB-5277-01A-01R-1470-07
PCNT::DIP2A__21:46367139-21:46560722	PCNT::DIP2A	21:46367139-21:46560722	+	+	3	9	LGG	TCGA-DB-5277-01A-01R-1470-07
SLCO3A1::HDDC3__15:91854088-15:90932110	SLCO3A1::HDDC3	15:91854088-15:90932110	+	-	2	11	LGG	TCGA-DB-5277-01A-01R-1470-07
FBN1::THSD4__15:48610728-15:71660530	FBN1::THSD4	15:48610728-15:71660530	-	+	1	6	LGG	TCGA-DB-5277-01A-01R-1470-07
SCAPER::ZNF592__15:76504859-15:84778183	SCAPER::ZNF592	15:76504859-15:84778183	-	+	1	6	LGG	TCGA-DB-5277-01A-01R-1470-07
AKAP13::NTRK3__15:85684873-15:88033045	AKAP13::NTRK3	15:85684873-15:88033045	+	-	1	5	LGG	TCGA-DB-5277-01A-01R-1470-07
PIGG::SUGCT__4:500601-7:40749434	PIGG::SUGCT	4:500601-7:40749434	+	+	1	2	LGG	TCGA-DB-5277-01A-01R-1470-07
CTNND2::MTMR12__5:11346372-5:32263242	CTNND2::MTMR12	5:11346372-5:32263242	-	-	1	21	LGG	TCGA-DB-5281-01A-01R-1470-07
DNM2::PDE4A__19:10718403-19:10446218	DNM2::PDE4A	19:10718403-19:10446218	+	+	3	14	LGG	TCGA-DB-A4XB-01A-11R-A26U-07
PHKA1::HDAC8__X:72695708-X:72351838	PHKA1::HDAC8	X:72695708-X:72351838	-	-	1	1	LGG	TCGA-DB-A4XB-01A-11R-A26U-07
MINDY3::CACNB2__10:15860206-10:18498355	MINDY3::CACNB2	10:15860206-10:18498355	-	+	1	4	LGG	TCGA-DB-A4XE-01A-11R-A27Q-07
ATRX::BCL2__X:77785982-18:63128759	ATRX::BCL2	X:77785982-18:63128759	-	-	13	74	LGG	TCGA-DB-A4XF-01A-11R-A27Q-07
BCAS3::RNFT1__17:61084564-17:59963284	BCAS3::RNFT1	17:61084564-17:59963284	+	-	3	10	LGG	TCGA-DB-A4XF-01A-11R-A27Q-07
SBNO1::RILPL2__12:123364701-12:123423157	SBNO1::RILPL2	12:123364701-12:123423157	-	-	3	6	LGG	TCGA-DB-A4XF-01A-11R-A27Q-07
CNN2::C2CD4C__19:1031192-19:408401	CNN2::C2CD4C	19:1031192-19:408401	+	-	2	20	LGG	TCGA-DB-A4XH-01A-11R-A27Q-07
PLEKHA7::ABCC8__11:17013989-11:17463604	PLEKHA7::ABCC8	11:17013989-11:17463604	-	-	1	2	LGG	TCGA-DB-A4XH-01A-11R-A27Q-07
WASF2::TMEM222__1:27489986-1:27330720	WASF2::TMEM222	1:27489986-1:27330720	-	+	2	41	LGG	TCGA-DB-A64O-01A-11R-A29R-07
PHACTR4::FAM76A__1:28407463-1:27755195	PHACTR4::FAM76A	1:28407463-1:27755195	+	+	1	4	LGG	TCGA-DB-A64P-01A-11R-A29R-07
ACACA::WASIR2__17:37111531-16:22958	ACACA::WASIR2	17:37111531-16:22958	-	+	6	14	LGG	TCGA-DB-A64Q-01A-11R-A29R-07
C19orf24::PALM__19:1275830-19:726138	C19orf24::PALM	19:1275830-19:726138	+	+	2	22	LGG	TCGA-DB-A64U-01A-11R-A29R-07
ADGRL3::GPM6A__4:61201765-4:175701767	ADGRL3::GPM6A	4:61201765-4:175701767	+	-	2	1	LGG	TCGA-DB-A64V-01A-11R-A29R-07
ADGRL3::DBX2__4:61587440-12:45036114	ADGRL3::DBX2	4:61587440-12:45036114	+	-	1	7	LGG	TCGA-DB-A64X-01A-11R-A29R-07
CLOCK::NMU__4:55546482-4:55600575	CLOCK::NMU	4:55546482-4:55600575	-	-	1	18	LGG	TCGA-DB-A75O-01A-11R-A32Q-07
NMT1::NLK__17:45096285-17:28122603	NMT1::NLK	17:45096285-17:28122603	+	+	1	5	LGG	TCGA-DB-A75O-01A-11R-A32Q-07
RNF6::USP18__13:26218512-22:18176771	RNF6::USP18	13:26218512-22:18176771	-	+	1000	1000	LGG	TCGA-DB-A75O-01A-11R-A32Q-07
SOX10::FAM168A__22:37977867-11:73411536	SOX10::FAM168A	22:37977867-11:73411536	-	-	78	429	LGG	TCGA-DH-5140-01A-01R-1470-07
AMBRA1::CCDC61__11:46593828-19:46003008	AMBRA1::CCDC61	11:46593828-19:46003008	-	+	8	21	LGG	TCGA-DH-5142-01A-01R-1470-07
CCDC61::CHST1__19:46003501-11:45652606	CCDC61::CHST1	19:46003501-11:45652606	+	-	2	23	LGG	TCGA-DH-5142-01A-01R-1470-07
PARD3::LYAR__10:34814876-4:4274769	PARD3::LYAR	10:34814876-4:4274769	-	-	52	214	LGG	TCGA-DH-A669-01A-12R-A31N-07
NSD2::CPLX1__4:1918623-4:792608	NSD2::CPLX1	4:1918623-4:792608	+	-	1	305	LGG	TCGA-DH-A669-01A-12R-A31N-07
ZMYND11::SORBS2__10:247466-4:185593935	ZMYND11::SORBS2	10:247466-4:185593935	+	-	14	137	LGG	TCGA-DH-A669-01A-12R-A31N-07
PPP2R2C::CTBP1__4:6347846-4:1213605	PPP2R2C::CTBP1	4:6347846-4:1213605	-	-	4	18	LGG	TCGA-DH-A669-01A-12R-A31N-07
PDLIM3::ZFYVE28__4:185535342-4:2354073	PDLIM3::ZFYVE28	4:185535342-4:2354073	-	-	3	20	LGG	TCGA-DH-A669-01A-12R-A31N-07
FAM193A::PPP2R2C__4:2631169-4:6333731	FAM193A::PPP2R2C	4:2631169-4:6333731	+	-	3	13	LGG	TCGA-DH-A669-01A-12R-A31N-07
ZFYVE28::CCDC149__4:2418285-4:24876697	ZFYVE28::CCDC149	4:2418285-4:24876697	-	-	2	9	LGG	TCGA-DH-A669-01A-12R-A31N-07
C4orf19::FAM114A1__4:37454040-4:38922770	C4orf19::FAM114A1	4:37454040-4:38922770	+	+	2	3	LGG	TCGA-DH-A669-01A-12R-A31N-07
DENND1A::ASTN2__9:123557570-9:116426088	DENND1A::ASTN2	9:123557570-9:116426088	-	-	12	36	LGG	TCGA-DH-A66B-01A-11R-A29R-07
SCN8A::ATF1__12:51790502-12:50795909	SCN8A::ATF1	12:51790502-12:50795909	+	+	7	6	LGG	TCGA-DH-A66G-01A-21R-A31N-07
PABPC1::KHDRBS3__8:100712652-8:135542654	PABPC1::KHDRBS3	8:100712652-8:135542654	-	+	2	4	LGG	TCGA-DH-A66G-01A-21R-A31N-07
AACS::TMEM132B__12:125118765-12:125583851	AACS::TMEM132B	12:125118765-12:125583851	+	+	2	2	LGG	TCGA-DH-A66G-01A-21R-A31N-07
ADAMTS20::C12orf43__12:43369290-12:121004492	ADAMTS20::C12orf43	12:43369290-12:121004492	-	-	2	1	LGG	TCGA-DH-A7UT-01A-12R-A34F-07
GDF11::HOXC8__12:55749883-12:54011089	GDF11::HOXC8	12:55749883-12:54011089	+	+	1	6	LGG	TCGA-DH-A7UV-01A-12R-A34F-07
LANCL2::VOPP1__7:55412089-7:55497690	LANCL2::VOPP1	7:55412089-7:55497690	+	-	1000	1000	LGG	TCGA-DH-A7UV-01A-12R-A34F-07
MALRD1::PIP4K2A__10:19730781-10:22609717	MALRD1::PIP4K2A	10:19730781-10:22609717	+	-	1	4	LGG	TCGA-DU-5847-01A-11R-1708-07
EGFR::SEPT14__7:55202625-7:55796092	EGFR::SEPT14	7:55202625-7:55796092	+	-	1	1	LGG	TCGA-DU-5852-01A-11R-1708-07
TP53::GID4__17:7687377-17:18045147	TP53::GID4	17:7687377-17:18045147	-	+	5	32	LGG	TCGA-DU-5853-01A-11R-1896-07
SNX30::LPAR1__9:112751157-9:110875722	SNX30::LPAR1	9:112751157-9:110875722	+	-	1	4	LGG	TCGA-DU-5853-01A-11R-1896-07
ADGRL3::GPM6A__4:61813889-4:175701767	ADGRL3::GPM6A	4:61813889-4:175701767	+	-	4	5	LGG	TCGA-DU-5854-01A-11R-1708-07
PARK2::STRADA__6:161548854-17:63704582	PARK2::STRADA	6:161548854-17:63704582	-	-	1	10	LGG	TCGA-DU-5854-01A-11R-1708-07
PTPN12::DYNC1I1__7:77537645-7:96076057	PTPN12::DYNC1I1	7:77537645-7:96076057	+	+	104	250	LGG	TCGA-DU-5855-01A-11R-1708-07
CAMK2D::ANK2__4:113515069-4:113258050	CAMK2D::ANK2	4:113515069-4:113258050	-	+	11	32	LGG	TCGA-DU-5855-01A-11R-1708-07
ZBTB44::BACE1__11:130236110-11:117296961	ZBTB44::BACE1	11:130236110-11:117296961	-	-	1	13	LGG	TCGA-DU-5855-01A-11R-1708-07
MRE11::YAP1__11:94429911-11:102162456	MRE11::YAP1	11:94429911-11:102162456	-	+	1	7	LGG	TCGA-DU-5855-01A-11R-1708-07
MARCH8::DEFB119__10:45594235-20:31378391	MARCH8::DEFB119	10:45594235-20:31378391	-	-	2	11	LGG	TCGA-DU-5871-01A-12R-1708-07
SFMBT2::TGM2__10:7367649-20:38161599	SFMBT2::TGM2	10:7367649-20:38161599	-	-	1	11	LGG	TCGA-DU-5871-01A-12R-1708-07
ATG7::PPARG__3:11426926-3:12433898	ATG7::PPARG	3:11426926-3:12433898	+	+	1	4	LGG	TCGA-DU-5871-01A-12R-1708-07
SETD7::CREM__4:139517885-10:35148368	SETD7::CREM	4:139517885-10:35148368	-	+	1	3	LGG	TCGA-DU-5871-01A-12R-1708-07
NPHP4::ACOT7__1:5992244-1:6294980	NPHP4::ACOT7	1:5992244-1:6294980	-	-	2	19	LGG	TCGA-DU-6395-01A-13R-1708-07
KCNAB2::KIF1B__1:5992788-1:10256247	KCNAB2::KIF1B	1:5992788-1:10256247	+	+	2	3	LGG	TCGA-DU-6395-01A-13R-1708-07
BSN::ARL8B__3:49643152-3:5170503	BSN::ARL8B	3:49643152-3:5170503	+	+	1	18	LGG	TCGA-DU-6396-01A-11R-1708-07
ST3GAL5::IMMT__2:85844396-2:86147833	ST3GAL5::IMMT	2:85844396-2:86147833	-	-	1	3	LGG	TCGA-DU-6396-01A-11R-1708-07
SYNGR1::TAB1__22:39377824-22:39415006	SYNGR1::TAB1	22:39377824-22:39415006	+	+	1000	1000	LGG	TCGA-DU-6396-01A-11R-1708-07
ATAD2B::SF3B6__2:23869663-2:24067851	ATAD2B::SF3B6	2:23869663-2:24067851	-	-	2	5	LGG	TCGA-DU-6397-01A-11R-1708-07
MTERF3::CCDC178__8:96250906-18:32974681	MTERF3::CCDC178	8:96250906-18:32974681	-	-	1	7	LGG	TCGA-DU-6397-01A-11R-1708-07
DLL3::SUPT5H__19:39507914-19:39453356	DLL3::SUPT5H	19:39507914-19:39453356	+	+	1000	1000	LGG	TCGA-DU-6400-01A-12R-1708-07
GDI2::CPVL__10:5800598-7:29121071	GDI2::CPVL	10:5800598-7:29121071	-	-	16	35	LGG	TCGA-DU-6401-01A-11R-1708-07
ABR::MAN2B1__17:1091665-19:12665805	ABR::MAN2B1	17:1091665-19:12665805	-	-	13	48	LGG	TCGA-DU-6402-01A-11R-1708-07
XRCC6::UBE2D2__22:41637791-5:139614586	XRCC6::UBE2D2	22:41637791-5:139614586	+	+	3	10	LGG	TCGA-DU-6402-01A-11R-1708-07
EPB41L2::MYLIP__6:131063155-6:16130557	EPB41L2::MYLIP	6:131063155-6:16130557	-	+	1	4	LGG	TCGA-DU-6402-01A-11R-1708-07
BACH2::MAP3K7__6:90206569-6:90571807	BACH2::MAP3K7	6:90206569-6:90571807	-	-	4	22	LGG	TCGA-DU-6403-01A-11R-1708-07
FRMD4A::OR13A1__10:14008060-10:45304500	FRMD4A::OR13A1	10:14008060-10:45304500	-	-	4	7	LGG	TCGA-DU-6403-01A-11R-1708-07
EP300::BCOR__22:41177816-X:40071159	EP300::BCOR	22:41177816-X:40071159	+	-	31	274	LGG	TCGA-DU-6404-01A-11R-1708-07
BCOR::EP300__X:40072055-22:41179153	BCOR::EP300	X:40072055-22:41179153	-	+	26	130	LGG	TCGA-DU-6404-01A-11R-1708-07
BCOR::L3MBTL2__X:40072349-22:41205251	BCOR::L3MBTL2	X:40072349-22:41205251	-	+	7	142	LGG	TCGA-DU-6404-01A-11R-1708-07
ABR::YWHAE__17:1228793-17:1345499	ABR::YWHAE	17:1228793-17:1345499	-	-	1	1	LGG	TCGA-DU-6404-01A-11R-1708-07
PACRG::QKI__6:162814281-6:163561982	PACRG::QKI	6:162814281-6:163561982	+	+	1	1	LGG	TCGA-DU-6404-01A-11R-1708-07
EGFR::SEPT14__7:55200413-7:55796092	EGFR::SEPT14	7:55200413-7:55796092	+	-	820	2270	LGG	TCGA-DU-6406-01A-11R-1708-07
SIM2::KCNJ6__21:36699921-21:37840709	SIM2::KCNJ6	21:36699921-21:37840709	+	-	8	58	LGG	TCGA-DU-6406-01A-11R-1708-07
DSCR3::NIPBL__21:37267238-5:37019311	DSCR3::NIPBL	21:37267238-5:37019311	-	+	7	22	LGG	TCGA-DU-6406-01A-11R-1708-07
LMBRD2::ERG__5:36108534-21:38380401	LMBRD2::ERG	5:36108534-21:38380401	-	-	3	14	LGG	TCGA-DU-6406-01A-11R-1708-07
TTC3::BRWD1__21:37126143-21:39264685	TTC3::BRWD1	21:37126143-21:39264685	+	-	1	21	LGG	TCGA-DU-6406-01A-11R-1708-07
EGFR::SEPT14__7:55200413-7:55796092	EGFR::SEPT14	7:55200413-7:55796092	+	-	1	1	LGG	TCGA-DU-6407-01A-13R-1708-07
CREBBP::ENPP7P14__16:3879832-16:5111430	CREBBP::ENPP7P14	16:3879832-16:5111430	-	-	24	90	LGG	TCGA-DU-6408-01A-11R-1708-07
CNRIP1::ZNF638__2:68317157-2:71396141	CNRIP1::ZNF638	2:68317157-2:71396141	-	+	2	1	LGG	TCGA-DU-6410-01A-11R-1896-07
NKD1::NOD2__16:50632407-16:50707854	NKD1::NOD2	16:50632407-16:50707854	+	+	1000	1000	LGG	TCGA-DU-6410-01A-11R-1896-07
GLG1::CFDP1__16:74606657-16:75294042	GLG1::CFDP1	16:74606657-16:75294042	-	-	7	52	LGG	TCGA-DU-6542-01A-11R-1896-07
SDE2::CCDC190__1:225999193-1:162859658	SDE2::CCDC190	1:225999193-1:162859658	-	-	5	18	LGG	TCGA-DU-6542-01A-11R-1896-07
RYR2::WLS__1:237042569-1:68194227	RYR2::WLS	1:237042569-1:68194227	+	-	7	3	LGG	TCGA-DU-6542-01A-11R-1896-07
KDM5B::UAP1__1:202808102-1:162566012	KDM5B::UAP1	1:202808102-1:162566012	-	+	3	9	LGG	TCGA-DU-6542-01A-11R-1896-07
NMNAT2::ATF6__1:183418183-1:161778244	NMNAT2::ATF6	1:183418183-1:161778244	-	+	2	9	LGG	TCGA-DU-6542-01A-11R-1896-07
KIF21B::F13B__1:201023343-1:197063057	KIF21B::F13B	1:201023343-1:197063057	-	-	1	5	LGG	TCGA-DU-6542-01A-11R-1896-07
TOR1AIP1::FAM20B__1:179914054-1:179063927	TOR1AIP1::FAM20B	1:179914054-1:179063927	+	+	1	5	LGG	TCGA-DU-6542-01A-11R-1896-07
TIMM9::FCF1__14:58424008-14:74723272	TIMM9::FCF1	14:58424008-14:74723272	-	+	28	192	LGG	TCGA-DU-7006-01A-11R-2027-07
BFAR::SPNS1__16:14655210-16:28982857	BFAR::SPNS1	16:14655210-16:28982857	+	+	11	69	LGG	TCGA-DU-7006-01A-11R-2027-07
SUFU::ZCCHC24__10:102550106-10:79394440	SUFU::ZCCHC24	10:102550106-10:79394440	+	-	5	19	LGG	TCGA-DU-7006-01A-11R-2027-07
RPS6KA2::MCHR2__6:166858200-6:99956174	RPS6KA2::MCHR2	6:166858200-6:99956174	-	-	5	13	LGG	TCGA-DU-7006-01A-11R-2027-07
GNA13::NR3C1__17:65053502-5:143282725	GNA13::NR3C1	17:65053502-5:143282725	-	-	4	11	LGG	TCGA-DU-7006-01A-11R-2027-07
RGS6::NPAS3__14:72510279-14:33676211	RGS6::NPAS3	14:72510279-14:33676211	+	+	2	14	LGG	TCGA-DU-7006-01A-11R-2027-07
LIFR::PNPLA8__5:38556334-7:108521521	LIFR::PNPLA8	5:38556334-7:108521521	-	-	2	3	LGG	TCGA-DU-7006-01A-11R-2027-07
ATXN1::HIGD1B__6:16657776-17:44848060	ATXN1::HIGD1B	6:16657776-17:44848060	-	+	1	3	LGG	TCGA-DU-7006-01A-11R-2027-07
C14orf37::KIAA0586__14:58297955-14:58508555	C14orf37::KIAA0586	14:58297955-14:58508555	-	+	1000	1000	LGG	TCGA-DU-7006-01A-11R-2027-07
BICD1::SOX5__12:32107544-12:23665564	BICD1::SOX5	12:32107544-12:23665564	+	-	13	168	LGG	TCGA-DU-7007-01A-11R-2027-07
TMTC1::CASC1__12:29512043-12:25111939	TMTC1::CASC1	12:29512043-12:25111939	-	-	8	64	LGG	TCGA-DU-7007-01A-11R-2027-07
WNK1::STK38L__12:754324-12:27302137	WNK1::STK38L	12:754324-12:27302137	+	+	5	39	LGG	TCGA-DU-7007-01A-11R-2027-07
FGD4::CCDC91__12:32502338-12:28362438	FGD4::CCDC91	12:32502338-12:28362438	+	+	3	28	LGG	TCGA-DU-7007-01A-11R-2027-07
FNDC3A::FGF14-IT1__13:49145935-13:102294040	FNDC3A::FGF14-IT1	13:49145935-13:102294040	+	-	3	8	LGG	TCGA-DU-7007-01A-11R-2027-07
HAUS2::SNAP23__15:42548965-15:42545136	HAUS2::SNAP23	15:42548965-15:42545136	+	+	1	12	LGG	TCGA-DU-7007-01A-11R-2027-07
PARP11::ITPR2__12:3821873-12:26725765	PARP11::ITPR2	12:3821873-12:26725765	-	-	1	8	LGG	TCGA-DU-7007-01A-11R-2027-07
CCDC91::TSPAN11__12:28362515-12:30953981	CCDC91::TSPAN11	12:28362515-12:30953981	+	+	1	4	LGG	TCGA-DU-7007-01A-11R-2027-07
ERC1::PHC1__12:1236904-12:8917630	ERC1::PHC1	12:1236904-12:8917630	+	+	1	4	LGG	TCGA-DU-7007-01A-11R-2027-07
SOX5::MANSC1__12:23604387-12:12343414	SOX5::MANSC1	12:23604387-12:12343414	-	-	1000	1000	LGG	TCGA-DU-7007-01A-11R-2027-07
NRXN3::ADCK1__14:78170674-14:77887091	NRXN3::ADCK1	14:78170674-14:77887091	+	+	3	5	LGG	TCGA-DU-7008-01A-11R-2027-07
OS9::KIF5A__12:57694926-12:57567126	OS9::KIF5A	12:57694926-12:57567126	+	+	11	69	LGG	TCGA-DU-7013-01A-11R-2027-07
AVIL::MBD6__12:57814152-12:57527848	AVIL::MBD6	12:57814152-12:57527848	-	+	4	28	LGG	TCGA-DU-7013-01A-11R-2027-07
DCTN2::TSPAN31__12:57532015-12:57743240	DCTN2::TSPAN31	12:57532015-12:57743240	-	+	1	16	LGG	TCGA-DU-7013-01A-11R-2027-07
CTDSP2::B4GALNT1__12:57846372-12:57632133	CTDSP2::B4GALNT1	12:57846372-12:57632133	-	-	1	1	LGG	TCGA-DU-7013-01A-11R-2027-07
ARHGEF25::AVIL__12:57619379-12:57816361	ARHGEF25::AVIL	12:57619379-12:57816361	+	-	1000	1000	LGG	TCGA-DU-7013-01A-11R-2027-07
KIAA2026::CMTM7__9:6007195-3:32441840	KIAA2026::CMTM7	9:6007195-3:32441840	-	+	6	21	LGG	TCGA-DU-7014-01A-11R-2027-07
NOTCH1::SDCCAG3__9:136507955-9:136405978	NOTCH1::SDCCAG3	9:136507955-9:136405978	-	-	5	23	LGG	TCGA-DU-7014-01A-11R-2027-07
RAD50::CADPS__5:132575928-3:62592748	RAD50::CADPS	5:132575928-3:62592748	+	-	3	4	LGG	TCGA-DU-7014-01A-11R-2027-07
RBMS3::PLGRKT__3:28576496-9:5361888	RBMS3::PLGRKT	3:28576496-9:5361888	+	-	1	9	LGG	TCGA-DU-7014-01A-11R-2027-07
NUDT3::DDR1__6:34341862-6:30888688	NUDT3::DDR1	6:34341862-6:30888688	-	+	2	9	LGG	TCGA-DU-7015-01A-11R-2027-07
DGKI::CSMD3__7:137846462-8:112409032	DGKI::CSMD3	7:137846462-8:112409032	-	-	2	6	LGG	TCGA-DU-7015-01A-11R-2027-07
TRAK1::CADM1__3:42087400-11:115178775	TRAK1::CADM1	3:42087400-11:115178775	+	-	1	10	LGG	TCGA-DU-7015-01A-11R-2027-07
JAM3::SEC13__11:134140770-3:10305692	JAM3::SEC13	11:134140770-3:10305692	+	-	2	4	LGG	TCGA-DU-7015-01A-11R-2027-07
NFASC::ATP2B2__1:204988806-1:203739546	NFASC::ATP2B2	1:204988806-1:203739546	+	+	1000	1000	LGG	TCGA-DU-7292-01A-11R-2027-07
MEGF11::RPL4__15:65980778-15:66503529	MEGF11::RPL4	15:65980778-15:66503529	-	-	4	5	LGG	TCGA-DU-7298-01A-11R-2027-07
SIK2::MEGF11__11:111688162-15:65982488	SIK2::MEGF11	11:111688162-15:65982488	+	-	3	8	LGG	TCGA-DU-7298-01A-11R-2027-07
TMEM245::SLC44A1__9:109106508-9:105438281	TMEM245::SLC44A1	9:109106508-9:105438281	-	+	1	7	LGG	TCGA-DU-7298-01A-11R-2027-07
PPP2R1B::IDH2__11:111742523-15:90091644	PPP2R1B::IDH2	11:111742523-15:90091644	-	-	1	5	LGG	TCGA-DU-7298-01A-11R-2027-07
DHRSX::SYAP1__Y:2291502-X:16735227	DHRSX::SYAP1	Y:2291502-X:16735227	-	+	1	33	LGG	TCGA-DU-7299-01A-21R-2027-07
SPIDR::KCNB2__8:47294030-8:72567642	SPIDR::KCNB2	8:47294030-8:72567642	+	+	2	25	LGG	TCGA-DU-7299-01A-21R-2027-07
NCAM1::TTC12__11:112961664-11:113341837	NCAM1::TTC12	11:112961664-11:113341837	+	+	1	3	LGG	TCGA-DU-7299-01A-21R-2027-07
PRKX::CLCN4__X:3713088-X:10158289	PRKX::CLCN4	X:3713088-X:10158289	-	+	1	2	LGG	TCGA-DU-7299-01A-21R-2027-07
PPP2R2B::DPYSL3__5:147055665-5:147424963	PPP2R2B::DPYSL3	5:147055665-5:147424963	-	-	1	1	LGG	TCGA-DU-7299-01A-21R-2027-07
FRMPD3::PRPS1__X:107576459-X:107639295	FRMPD3::PRPS1	X:107576459-X:107639295	+	+	1000	1000	LGG	TCGA-DU-7301-01A-11R-2090-07
CHD8::KIAA1211__14:21456032-4:56179284	CHD8::KIAA1211	14:21456032-4:56179284	-	+	6	15	LGG	TCGA-DU-7302-01A-11R-2090-07
RABGAP1L::DGKB__1:174221164-7:14178151	RABGAP1L::DGKB	1:174221164-7:14178151	+	-	6	25	LGG	TCGA-DU-7304-01A-12R-2090-07
