fusionGenePair	tumorAnnotations
KANSL1::NSF	Transitional cell carcinoma
KANSL1::ORMDL3	Adenocarcinoma
KANSL1::OSBPL7	Adenocarcinoma
KANSL1::PARD3B	Squamous cell carcinoma
KANSL1::PPP1R1B	Adenocarcinoma
KANSL1::PYY	Mesenchymal tumor, NOS
KANSL1::SPOP	Malignant epithelial tumor, special type
KANSL1::UNC45B	Squamous cell carcinoma
KANSL1::VAT1	Malignant melanoma
KANSL1L::ACADL	Adenocarcinoma
KANSL1L::ERBB4	Adenocarcinoma
KANSL1L::RAPGEF4	Adenocarcinoma
KANSL3::ANKRD36	Adenocarcinoma
KANSL3::BPIFB2	Squamous cell carcinoma
KANSL3::KCNIP3	Adenocarcinoma
KANSL3::SHE	Adenocarcinoma
KANSL3::TSGA10	Adenocarcinoma
KANSL3::UFC1	Adenocarcinoma
KARS1::PLGRKT	Malignant epithelial tumor, special type
KARS1::WDR59	Adenocarcinoma
KAT14::OVOL2	Adenocarcinoma
KAT2A::STAT5B	Transitional cell carcinoma
KAT6A::ADAM2	Adenocarcinoma
KAT6A::ANK1	Adenocarcinoma
KAT6A::ASXL2	Myelodysplastic syndrome, NOS
KAT6A::CREBBP	Acute monoblastic leukemia with differentiation (FAB type M5b) | Acute myelomonocytic leukemia (FAB type M4) | Acute monoblastic leukemia (FAB type M5) | Acute myeloblastic leukemia with maturation (FAB type M2) | Skin | Acute myeloid leukemia, NOS | Acute monoblastic leukemia without differentiation (FAB type M5a)
KAT6A::CSMD1	Squamous cell carcinoma
KAT6A::EP300	Acute myelomonocytic leukemia (FAB type M4) | Skin | Acute monoblastic leukemia (FAB type M5) | Acute myeloid leukemia, NOS
KAT6A::FGFR1	Squamous cell carcinoma | Adenocarcinoma
KAT6A::GOT1L1	Adenocarcinoma
KAT6A::GPAT4	Squamous cell carcinoma
KAT6A::IKBKB	Adenocarcinoma
KAT6A::KANSL1	Endometrial stromal sarcoma | Myoepithelioma/myoepithelial carcinoma/mixed tumor
KAT6A::KLK4	Adenocarcinoma
KAT6A::LEUTX	Acute monoblastic leukemia (FAB type M5) | Acute myeloid leukemia, NOS | Skin | Acute myelomonocytic leukemia (FAB type M4)
KAT6A::MSR1	Adenocarcinoma
KAT6A::NCOA2	Acute monoblastic leukemia (FAB type M5) | Egypt | Mastocytosis | Bilineage or biphenotypic leukemia | Acute myelomonocytic leukemia (FAB type M4) | Acute myeloid leukemia, NOS | Acute monoblastic leukemia without differentiation (FAB type M5a) | Skin
KAT6A::NCOA3	Acute monoblastic leukemia (FAB type M5)
KAT6A::NEFL	Multiple myeloma
KAT6A::NRG1	Adenocarcinoma
KAT6A::RAB11FIP1	Adenocarcinoma
KAT6A::SLC20A2	Squamous cell carcinoma
KAT6A::SMIM19	Squamous cell carcinoma
KAT6A::TFE3	Adenocarcinoma
KAT6A::TRAPPC9	Adenocarcinoma
KAT6A::VDAC3	Adenocarcinoma
KAT6A::VPS13B	Transitional cell carcinoma
KAT6B::ADK	Adenocarcinoma
KAT6B::CCDC172	Adenocarcinoma
KAT6B::CORO7	Adenocarcinoma
KAT6B::CREBBP	Acute myelomonocytic leukemia (FAB type M4) | Acute monoblastic leukemia without differentiation (FAB type M5a) | Acute monoblastic leukemia with differentiation (FAB type M5b) | Myelodysplastic syndrome, NOS
KAT6B::DDX4	Adenocarcinoma
KAT6B::KANSL1	Leiomyoma | Endometrial stromal sarcoma
KAT6B::RTKN2	Adenocarcinoma
KAT6B::SH3BP5L	Adenocarcinoma
KAT7::AXIN2	Adenocarcinoma
KAT7::F10	Mesenchymal tumor, NOS
KAT7::IGF2BP1	Adenocarcinoma
KAT7::NPLOC4	Adenocarcinoma
KAT7::SPOP	Adenocarcinoma
KATNA1::LATS1	Adenocarcinoma
KATNA1::PPP2R1A	Adenocarcinoma
KATNA1::RALYL	Mesenchymal tumor, NOS
KATNAL1::CUL4A	Malignant melanoma
KATNAL1::UBE2L5	Malignant melanoma
KATNAL1::WASF3	Adenocarcinoma
KATNB1::DRC7	Adenocarcinoma
KATNBL1::EMC7	Squamous cell carcinoma
KATNBL1::TNPO3	Astrocytoma, grade III-IV/Glioblastoma
KATNIP::LSM1	Squamous cell carcinoma
KATNIP::NECAB2	Adenocarcinoma
KAZN::FGF12	Squamous cell carcinoma
KAZN::FHAD1	Adenocarcinoma
KAZN::MTOR	Adenocarcinoma
KAZN::PDGFRB	Acute myeloid leukemia, NOS | Skin
KAZN::PHGDH	Mesenchymal tumor, NOS
KAZN::ST3GAL3	Adenocarcinoma
KBTBD2::COBL	Transitional cell carcinoma
KBTBD2::NT5C3A	Adenocarcinoma
KBTBD2::PDE1C	Squamous cell carcinoma
KBTBD6::TEX29	Transitional cell carcinoma
KCMF1::DNAH6	Adenocarcinoma
KCMF1::GGCX	Adenocarcinoma
KCMF1::PRKDC	Adenocarcinoma
KCMF1::RAB1A	Adenocarcinoma
KCMF1::TMSB10	Adenocarcinoma
KCNA6::C3AR1	Astrocytoma, grade I-II
KCNAB1::KHDRBS1	Mesenchymal tumor, NOS
KCNAB1::LRTM1	Embryonal nervous system tumor, special type | Malignant epithelial tumor, special type
KCNAB2::ACOT7	Malignant melanoma
KCNAB2::KIF1B	Astrocytoma, grade I-II
KCNAB2::POLB	Squamous cell carcinoma
KCNB1::ZFPM2	Astrocytoma, grade I-II
KCNC3::ASPDH	Adenocarcinoma
KCNC3::NAPSA	Adenocarcinoma
KCNC3::PRKDC	Squamous cell carcinoma
KCNC3::ZNF530	Astrocytoma, grade I-II
KCNC4::GSTM4	Adenocarcinoma
KCND3::PPM1E	Adenocarcinoma
KCNE2::HTN3	Adenocarcinoma
KCNH1::LPGAT1	Adenocarcinoma
KCNH2::TMEM176B	Malignant epithelial tumor, special type
KCNH7::SLC38A11	Adenocarcinoma
KCNIP1::KCTD14	Squamous cell carcinoma
KCNIP4::GRK4	Astrocytoma, grade III-IV/Glioblastoma
KCNJ10::CISD2	Astrocytoma, grade I-II
KCNJ3::GALNT13	Adenocarcinoma
KCNJ6::ARHGEF26	Adenocarcinoma
KCNK13::TDP1	Astrocytoma, grade I-II
KCNK17::DNAH8	Transitional cell carcinoma
KCNK17::KIF6	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KCNK1::BICDL1	Adenocarcinoma
KCNK5::KIF6	Squamous cell carcinoma
KCNK5::PDE4DIP	Adenocarcinoma
KCNK5::RUNX2	Adenocarcinoma
KCNMA1::DLG5	Adenocarcinoma
KCNMA1::DOCK1	Adenocarcinoma
KCNMA1::ECD	Adenocarcinoma
KCNMA1::FARP1	Adenocarcinoma
KCNMA1::HIVEP3	Embryonal nervous system tumor, special type
KCNMA1::MSMB	Adenocarcinoma
KCNMA1::RFX2	Adenocarcinoma
KCNMA1::SERTAD1	Adenocarcinoma
KCNMB2::NRXN1	Squamous cell carcinoma
KCNMB4::ALDH3B2	Adenocarcinoma
KCNMB4::CCND3	Osteosarcoma, NOS
KCNMB4::CNOT2	Germ cell tumor, NOS
KCNMB4::GDF3	Mesenchymal tumor, NOS
KCNMB4::GLIPR1L2	Mesenchymal tumor, NOS
KCNMB4::KICS2	Astrocytoma, grade III-IV/Glioblastoma
KCNMB4::MSRB3	Transitional cell carcinoma
KCNMB4::PRICKLE1	Astrocytoma, grade III-IV/Glioblastoma
KCNMB4::PTPRR	Transitional cell carcinoma
KCNMB4::RTKN2	Adenocarcinoma
KCNN1::GATA6	Adenocarcinoma
KCNN1::SLC27A1	Adenocarcinoma
KCNN3::DCST2	Adenocarcinoma
KCNN3::PBXIP1	Adenocarcinoma
KCNN3::YEATS4	Mesenchymal tumor, NOS
KCNQ1::AMPD3	Adenocarcinoma
KCNQ1::B4GALNT4	Malignant epithelial tumor, special type
KCNQ1::CD81	Adenocarcinoma
KCNQ1::DUSP8	Adenocarcinoma
KCNQ1::GALNTL6	Adenocarcinoma
KCNQ1::LSP1	Malignant epithelial tumor, special type
KCNQ1::METTL15	Squamous cell carcinoma
KCNQ1::MMP26	Adenocarcinoma
KCNQ1::SCT	Adenocarcinoma
KCNQ1::TSPAN32	Adenocarcinoma
KCNQ3::DNAAF11	Squamous cell carcinoma
KCNQ3::ZHX2	Benign epithelial tumor, special type
KCNQ5::ALK	Malignant melanoma
KCNQ5::AMPH	Squamous cell carcinoma
KCNQ5::CRYL1	Transitional cell carcinoma
KCNQ5::DST	Squamous cell carcinoma
KCNQ5::RIMS1	Adenocarcinoma
KCNQ5::RNF217	Malignant melanoma
KCTD10::GLTP	Adenocarcinoma
KCTD10::TPCN1	Adenocarcinoma
KCTD13::ICA1	Adenocarcinoma
KCTD13::QPRT	Adenocarcinoma
KCTD15::MSI2	Malignant melanoma
KCTD16::NTRK2	Glioma, NOS
KCTD18::PLCL1	Adenocarcinoma
KCTD18::SNED1	Adenocarcinoma
KCTD1::SPTBN1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KCTD1::TWSG1	Adenocarcinoma
KCTD20::BRPF3	Adenocarcinoma
KCTD20::ETV7	Transitional cell carcinoma
KCTD20::ILRUN	Adenocarcinoma
KCTD20::JARID2	Adenocarcinoma
KCTD20::PNPLA1	Squamous cell carcinoma
KCTD20::STK38	Adenocarcinoma
KCTD20::ZNF311	Adenocarcinoma
KCTD21::NARS2	Adenocarcinoma
KCTD21::RSF1	Malignant melanoma
KCTD21::TENM4	Adenocarcinoma
KCTD2::ARHGAP23	Adenocarcinoma
KCTD2::ARHGEF12	Malignant melanoma
KCTD2::TMEM104	Adenocarcinoma
KCTD3::TXNDC16	Adenocarcinoma
KCTD5::CCNF	Adenocarcinoma
KCTD5::TSC2	Adenocarcinoma
KCTD7::KLK3	Adenocarcinoma
KCTD8::NTRK2	Glioma, NOS
KCTD8::WDR19	Mesenchymal tumor, NOS
KCTD9::NRG1	Adenocarcinoma
KDELR1::SULT2B1	Adenocarcinoma
KDELR2::GOPC	Adenocarcinoma
KDELR2::ROS1	Adenocarcinoma
KDM1A::EPHB2	Adenocarcinoma
KDM1A::TMEM115	Adenocarcinoma
KDM1B::PITPNC1	Adenocarcinoma
KDM2A::CCDC170	Adenocarcinoma
KDM2A::DDR2	Adenocarcinoma
KDM2A::FAM83B	Adenocarcinoma
KDM2A::FBXO3	Adenocarcinoma
KDM2A::GDPD4	Adenocarcinoma
KDM2A::GLB1L2	Undifferentiated carcinoma, small cell
KDM2A::GRIP1	Adenocarcinoma
KDM2A::GSTP1	Transitional cell carcinoma
KDM2A::IKZF1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KDM2A::MAP3K3	Adenocarcinoma
KDM2A::NDUFV1	Adenocarcinoma
KDM2A::PACS1	Adenocarcinoma
KDM2A::PGA3	Squamous cell carcinoma
KDM2A::PPP6R3	Adenocarcinoma
KDM2A::RBM14	Adenocarcinoma
KDM2A::RHOD	Squamous cell carcinoma | Multiple myeloma | Adenocarcinoma
KDM2A::RPS6KB2	Adenocarcinoma
KDM2A::SLC5A4	Mesenchymal tumor, NOS
KDM2A::SYNDIG1	Adenocarcinoma
KDM2A::SYT12	Astrocytoma, grade III-IV/Glioblastoma
KDM2A::TOP6BL	Adenocarcinoma
KDM2A::WWTR1	Ossifying fibromyxoid tumor
KDM2A::YAP1	Glioma, NOS
KDM2B::AFF4	Chronic lymphocytic leukemia
KDM2B::CCDC60	Astrocytoma, grade III-IV/Glioblastoma
KDM2B::CORO1C	Mesenchymal tumor, NOS
KDM2B::CREBBP	Endometrial stromal sarcoma | Soft tissue tumor, special type
KDM2B::DUX4	Soft tissue tumor, special type
KDM2B::KSR2	Astrocytoma, grade III-IV/Glioblastoma
KDM2B::LRRIQ1	Mesenchymal tumor, NOS
KDM2B::MORN3	Mature B-cell neoplasm, NOS
KDM2B::NUTM2B	Neuroglial neoplasm, special type | Soft tissue tumor, special type
KDM2B::ORAI1	Germ cell tumor, NOS
KDM2B::RHOF	Adenocarcinoma
KDM2B::SLC9A5	Adenocarcinoma
KDM2B::SNRNP35	Malignant melanoma
KDM2B::UTY	Chronic lymphocytic leukemia
KDM3A::CRIM1	Adenocarcinoma
KDM3A::LTBP1	Adenocarcinoma
KDM3A::MRPL35	Adenocarcinoma
KDM3A::PUS10	Squamous cell carcinoma
KDM3A::RFX8	Adenocarcinoma
KDM3A::SUCLG2	Adenocarcinoma
KDM3B::ETF1	Adenocarcinoma
KDM4A::CFAP57	Adenocarcinoma
KDM4A::CREB3L4	Adenocarcinoma
KDM4A::EGLN1	Squamous cell carcinoma
KDM4A::FAF1	Mesenchymal tumor, NOS
KDM4A::HYI	Adenocarcinoma
KDM4A::MPL	Adenocarcinoma
KDM4A::OPRD1	Adenocarcinoma
KDM4A::PNKD	Adenocarcinoma
KDM4A::PTCH2	Squamous cell carcinoma
KDM4A::PTPRF	Adenocarcinoma
KDM4A::RYBP	Adenocarcinoma
KDM4A::SZT2	Adenocarcinoma
KDM4B::AKAP8L	Adenocarcinoma
KDM4B::ASTN2	Adenocarcinoma
KDM4B::ATCAY	Adenocarcinoma
KDM4B::C19ORF44	Adenocarcinoma
KDM4B::C19orf44	Adenocarcinoma
KDM4B::CHAF1A	Astrocytoma, grade I-II
KDM4B::CUL2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KDM4B::DKKL1	Adenocarcinoma
KDM4B::DOCK6	Adenocarcinoma
KDM4B::FOXA3	Malignant melanoma
KDM4B::MPND	Adenocarcinoma
KDM4B::PHYHIPL	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
KDM4B::SBNO2	Astrocytoma, grade I-II
KDM4B::SLC25A42	Malignant melanoma
KDM4B::SNTG1	Astrocytoma, grade III-IV/Glioblastoma
KDM4B::TMPRSS9	Skin | Acute myeloid leukemia, NOS
KDM4B::TNFAIP8L1	Adenocarcinoma
KDM4B::UBA52	Adenocarcinoma
KDM4B::UBXN6	Adenocarcinoma
KDM4B::UHRF1	Adenocarcinoma
KDM4B::UVRAG	Malignant epithelial tumor, special type
KDM4B::YJU2	Adenocarcinoma
KDM4C::A1BG	Transitional cell carcinoma
KDM4C::ARMC2	Adenocarcinoma
KDM4C::DMRT3	Squamous cell carcinoma
KDM4C::FGF7	Squamous cell carcinoma
KDM4C::INSL4	Adenocarcinoma
KDM4C::JAK2	Adenocarcinoma
KDM4C::KLK7	Adenocarcinoma
KDM4C::PHF24	Astrocytoma, grade I-II
KDM4C::PTPRD	Adenocarcinoma
KDM4C::RFX3	Adenocarcinoma
KDM4C::UNC13B	Mycosis fungoides/Sézary syndrome
KDM5A::ANO2	Adenocarcinoma
KDM5A::ATN1	Adenocarcinoma
KDM5A::CCDC77	Adenocarcinoma
KDM5A::IQSEC3	Malignant melanoma
KDM5A::NINJ2	Adenocarcinoma
KDM5A::NUP98	Acute myelomonocytic leukemia (FAB type M4)
KDM5A::RAE1	Adenocarcinoma
KDM5B::ITPKB	Embryonal nervous system tumor, special type | Malignant epithelial tumor, special type
KDM5B::PPP1R12B	Mesenchymal tumor, NOS
KDM5B::RABGAP1L	Adenocarcinoma
KDM5B::RASAL2	Malignant melanoma
KDM5B::UAP1	Astrocytoma, grade I-II
KDM5C::HSD17B10	Adenocarcinoma
KDM5C::HUWE1	Squamous cell carcinoma
KDM5C::MAGT1	Astrocytoma, grade I-II
KDM5C::PPP4R1	Adenocarcinoma
KDM6A::ANOS1	Transitional cell carcinoma
KDM6A::ARHGAP6	Adenocarcinoma
KDM6A::DCAF7	Adenocarcinoma
KDM6A::DLL1	Squamous cell carcinoma
KDM6A::DMD	Adenocarcinoma
KDM6A::ETFBKMT	Adenocarcinoma
KDM6A::FUNDC1	Adenocarcinoma
KDM6A::NDUFB11	Adenocarcinoma
KDM6A::PDHX	Adenocarcinoma
KDM6A::RPS6KA3	Mesenchymal tumor, NOS
KDM6A::YEATS4	Adenocarcinoma
KDM6A::ZNF674	Adenocarcinoma
KDM6B::DNAH2	Adenocarcinoma
KDM6B::TMEM95	Adenocarcinoma
KDM6B::TP53	Adenocarcinoma
KDM7A::AGK	Adenocarcinoma
KDM7A::ATP5MF	Malignant melanoma
KDM7A::BRAF	Adenocarcinoma
KDM7A::CDC16	Acute myeloblastic leukemia with maturation (FAB type M2)
KDM7A::SND1	Adenocarcinoma
KDSR::SERPINB5	Adenocarcinoma
KEAP1::AP1M2	Adenocarcinoma
KEAP1::EYA2	Adenocarcinoma
KHDC1::NLK	Adenocarcinoma
KHDC1::OOEP	Adenocarcinoma
KHDC1::SLC17A5	Adenocarcinoma
KHDC4::ACBD3	Adenocarcinoma
KHDC4::ARHGEF2	Transitional cell carcinoma
KHDC4::ASH1L	Adenocarcinoma
KHDC4::CCT3	Adenocarcinoma
KHDC4::CD276	Squamous cell carcinoma
KHDC4::PHC1	Adenocarcinoma
KHDC4::RPS15A	Adenocarcinoma
KHDC4::SMG5	Adenocarcinoma
KHDRBS1::LCK	Adenocarcinoma
KHDRBS1::MET	Adenocarcinoma
KHDRBS1::NDC1	Malignant epithelial tumor, special type
KHDRBS1::NTRK1	Soft tissue tumor, NOS
KHDRBS1::NTRK3	Angiosarcoma | Fibroblastic/myofibroblastic tumor, special type
KHDRBS1::SERINC2	Adenocarcinoma
KHDRBS2::LMBRD1	Adenocarcinoma
KHDRBS3::ADI1	Adenocarcinoma
KHDRBS3::ANXA13	Malignant melanoma
KHDRBS3::CMTM6	Astrocytoma, grade I-II
KHDRBS3::EFR3A	Adenocarcinoma
KHDRBS3::PACRG	Malignant melanoma
KHSRP::CD70	Adenocarcinoma
KHSRP::TFE3	Adenocarcinoma
KHSRP::ZNF441	Squamous cell carcinoma
KIAA0232::INPP4B	Adenocarcinoma
KIAA0232::LRCH3	Adenocarcinoma
KIAA0232::MAN2B2	Adenocarcinoma
KIAA0232::MRFAP1	Adenocarcinoma
KIAA0232::TBC1D14	Adenocarcinoma
KIAA0319L::CIB2	Adenocarcinoma
KIAA0319L::CLSPN	Adenocarcinoma
KIAA0319L::DLGAP3	Squamous cell carcinoma
KIAA0319L::EIF4G3	Adenocarcinoma
KIAA0319L::GNB1	Adenocarcinoma
KIAA0319L::GOLGA1	Adenocarcinoma
KIAA0319L::LRRIQ1	Adenocarcinoma
KIAA0319L::ODF2L	Adenocarcinoma
KIAA0319L::PAGE2B	Adenocarcinoma
KIAA0319L::PHC2	Adenocarcinoma
KIAA0319L::PSMB2	Adenocarcinoma
KIAA0319L::TPMT	Adenocarcinoma
KIAA0319L::UBA6	Adenocarcinoma
KIAA0319L::YTHDF2	Adenocarcinoma
KIAA0513::ANKRD11	Astrocytoma, grade III-IV/Glioblastoma
KIAA0586::PALS1	Astrocytoma, grade III-IV/Glioblastoma
KIAA0753::HSBP1L1	Adenocarcinoma
KIAA0753::PER1	Adenocarcinoma
KIAA0753::PHF23	Adenocarcinoma
KIAA0753::TP53	Adenocarcinoma
KIAA0825::ADGRV1	Adenocarcinoma
KIAA0825::HSPH1	Adenocarcinoma
KIAA0825::MCTP1	Adenocarcinoma
KIAA0895L::NPIPA5	Acute myeloblastic leukemia with maturation (FAB type M2)
KIAA0930::ANK3	Adenocarcinoma
KIAA0930::SMC1B	Squamous cell carcinoma
KIAA1191::CLTB	Adenocarcinoma
KIAA1191::FAF2	Adenocarcinoma
KIAA1191::NOP16	Squamous cell carcinoma
KIAA1217::ALK	Adenocarcinoma
KIAA1217::C10orf67	Malignant melanoma
KIAA1217::FBH1	Astrocytoma, grade I-II
KIAA1217::FCN1	Adenocarcinoma
KIAA1217::LPP	Squamous cell carcinoma
KIAA1217::PFKFB3	Adenocarcinoma
KIAA1217::RET	Adenocarcinoma | Fibroblastic/myofibroblastic tumor, special type | Carcinoma, NOS
KIAA1217::RNF10	Adenocarcinoma
KIAA1217::SPAG6	Transitional cell carcinoma
KIAA1217::THNSL1	Squamous cell carcinoma
KIAA1328::DCC	Transitional cell carcinoma
KIAA1328::LIMCH1	Astrocytoma, grade I-II
KIAA1328::QSER1	Adenocarcinoma
KIAA1328::SUPT3H	Squamous cell carcinoma
KIAA1549::BRAF	Astrocytoma, grade I-II | Soft tissue tumor, special type | Undifferentiated round cell sarcoma | Glioma, NOS | Rhabdoid tumor | Mesenchymal tumor, special type | Astrocytoma, pilocytic/juvenile | Ependymoma | Astrocytoma, grade III-IV/Glioblastoma | Fibrosarcoma | Adenocarcinoma | Oligodendroglioma | Embryonal nervous system tumor, special type | Fibroblastic/myofibroblastic tumor, NOS | Mesoblastic nephroma
KIAA1549L::WARS2	Squamous cell carcinoma
KIAA1614::XPR1	Malignant epithelial tumor, special type
KIAA1671::C16ORF87	Adenocarcinoma
KIAA1671::CHEK2	Adenocarcinoma
KIAA1671::CLPTM1	Adenocarcinoma
KIAA1671::CNIH3	Adenocarcinoma
KIAA1671::CRKL	Adenocarcinoma
KIAA1671::EIF4ENIF1	Adenocarcinoma
KIAA1671::HTR1E	Adenocarcinoma
KIAA1671::MYO18B	Adenocarcinoma
KIAA1671::NF2	Adenocarcinoma
KIAA1671::NLN	Adenocarcinoma
KIAA1671::SEC14L2	Adenocarcinoma
KIAA1671::SNRPD3	Adenocarcinoma
KIAA1671::USP18	Astrocytoma, grade III-IV/Glioblastoma
KIAA1755::CNBD2	Malignant melanoma
KIAA1755::HS6ST2	Adenocarcinoma
KIAA1958::DYNC2I2	Adenocarcinoma
KIAA1958::HSDL2	Squamous cell carcinoma | Adenocarcinoma
KIAA1958::SETD4	Adenocarcinoma
KIAA2013::CNTNAP2	Adenocarcinoma
KICS2::CPM	Mesenchymal tumor, NOS
KICS2::NXF3	Mesenchymal tumor, NOS
KICS2::USP15	Mesenchymal tumor, NOS
KIDINS220::ALK	Adenocarcinoma
KIDINS220::C3ORF70	Astrocytoma, grade III-IV/Glioblastoma
KIDINS220::C3orf70	Astrocytoma, grade III-IV/Glioblastoma
KIDINS220::COLEC11	Mesenchymal tumor, NOS
KIDINS220::EYS	Transitional cell carcinoma
KIDINS220::MYT1L	Adenocarcinoma
KIDINS220::SOX7	Mesenchymal tumor, NOS
KIF11::FFAR4	Squamous cell carcinoma
KIF11::HIF1AN	Mesenchymal tumor, NOS
KIF11::STAT4	Adenocarcinoma
KIF13A::ALK	Adenocarcinoma
KIF13A::CCHCR1	Squamous cell carcinoma
KIF13A::F13A1	Squamous cell carcinoma
KIF13A::KDM1B	Transitional cell carcinoma
KIF13A::PTPRK	Adenocarcinoma
KIF13A::RET	Carcinoma, NOS | Adenocarcinoma
KIF13A::TPMT	Adenocarcinoma
KIF13A::UBE2K	Mesenchymal tumor, NOS
KIF13B::CSGALNACT1	Adenocarcinoma
KIF13B::DNAAF9	Adenocarcinoma
KIF13B::EPB41L4B	Adenocarcinoma
KIF13B::EPN2	Adenocarcinoma
KIF13B::EYA2	Adenocarcinoma
KIF13B::FUT10	Malignant melanoma
KIF13B::IFT52	Adenocarcinoma
KIF13B::MET	Adenocarcinoma
KIF13B::NRG1	Adenocarcinoma
KIF13B::PNOC	Adenocarcinoma
KIF13B::PPP2R5B	Transitional cell carcinoma
KIF13B::SARAF	Adenocarcinoma
KIF13B::SLC25A21	Squamous cell carcinoma
KIF13B::SMTN	Adenocarcinoma
KIF13B::TENM4	Adenocarcinoma
KIF13B::TMEM217	Adenocarcinoma
KIF13B::TTC28	Multiple myeloma
KIF14::DDX59	Squamous cell carcinoma
KIF15::BCL2L1	Adenocarcinoma
KIF15::TLE4	Adenocarcinoma
KIF15::ZKSCAN7	Adenocarcinoma
KIF16B::CCDC178	Adenocarcinoma
KIF16B::HIPK3	Adenocarcinoma
KIF16B::MLIP	Mesenchymal tumor, NOS
KIF16B::PCSK2	Adenocarcinoma
KIF16B::PLCB1	Adenocarcinoma
KIF16B::RRBP1	Adenocarcinoma | Transitional cell carcinoma
KIF16B::SNX5	Adenocarcinoma
KIF18B::C1QL1	Adenocarcinoma
KIF18B::MEIOC	Adenocarcinoma
KIF18B::TUBG1	Adenocarcinoma
KIF1A::MAB21L4	Adenocarcinoma
KIF1A::USP6	Nodular fasciitis
KIF1B::AGTRAP	Adenocarcinoma
KIF1B::CCNQ	Adenocarcinoma
KIF1B::EPB41	Astrocytoma, grade III-IV/Glioblastoma
KIF1B::HAGH	Malignant epithelial tumor, special type
KIF1B::MYO5B	Adenocarcinoma
KIF1B::NF1	Transitional cell carcinoma
KIF1B::PGD	Adenocarcinoma
KIF1B::RERE	Adenocarcinoma
KIF1B::SHISA4	Adenocarcinoma
KIF1B::UBE4B	Adenocarcinoma | Astrocytoma, grade III-IV/Glioblastoma
KIF1C::NDEL1	Adenocarcinoma
KIF1C::RNF167	Adenocarcinoma
KIF20B::LIPJ	Adenocarcinoma
KIF21A::COPS7B	Mesenchymal tumor, NOS
KIF21A::CPM	Germ cell tumor, NOS
KIF21A::LMF1	Adenocarcinoma
KIF21A::MIPOL1	Squamous cell carcinoma
KIF21A::ODAD1	Adenocarcinoma
KIF21A::SLC2A13	Adenocarcinoma
KIF21A::TMTC2	Adenocarcinoma
KIF21A::TSPAN8	Squamous cell carcinoma
KIF21B::ANP32B	Astrocytoma, grade I-II
KIF21B::F13B	Astrocytoma, grade I-II
KIF21B::NTRK1	Glioma, NOS
KIF22::PRKCB	Adenocarcinoma
KIF23::PAQR5	Adenocarcinoma
KIF23::PIAS1	Adenocarcinoma
KIF24::FAAH	Squamous cell carcinoma
KIF24::ZCCHC7	Malignant epithelial tumor, special type
KIF26A::ATP5MJ	Adenocarcinoma
KIF26A::CKB	Adenocarcinoma
KIF26B::AKT3	Squamous cell carcinoma
KIF26B::CATSPERE	Adenocarcinoma
KIF26B::FMN2	Astrocytoma, grade I-II
KIF26B::SDCCAG8	Malignant epithelial tumor, special type
KIF26B::SMYD3	Squamous cell carcinoma
KIF26B::UBE2Q1	Adenocarcinoma
KIF27::QNG1	Adenocarcinoma
KIF27::TRPM6	Mesenchymal tumor, NOS
KIF27::UBQLN1	Malignant melanoma | Transitional cell carcinoma | Adenocarcinoma
KIF2A::ADAMTS19	Squamous cell carcinoma
KIF2A::RNF180	Adenocarcinoma
KIF2A::SNX2	Adenocarcinoma
KIF2C::ARMH1	Squamous cell carcinoma
KIF3A::PDLIM4	Adenocarcinoma
KIF3B::NINL	Squamous cell carcinoma
KIF3B::POFUT1	Adenocarcinoma
KIF3B::PXMP4	Squamous cell carcinoma
KIF3B::REM1	Adenocarcinoma
KIF3B::SCFD2	Mesenchymal tumor, NOS
KIF3B::TOX2	Adenocarcinoma
KIF3B::TRB	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KIF3C::ADCY3	Adenocarcinoma
KIF3C::RBKS	Adenocarcinoma
KIF3C::SNTG2	Adenocarcinoma
KIF3C::SRM	Malignant epithelial tumor, special type
KIF5A::ATP23	Astrocytoma, grade I-II
KIF5A::AVIL	Astrocytoma, grade III-IV/Glioblastoma
KIF5A::DTX1	Adenocarcinoma
KIF5A::NAV3	Mesenchymal tumor, NOS
KIF5A::TSPAN31	Astrocytoma, grade I-II
KIF5B::ALK	Adenocarcinoma | Fibroblastic/myofibroblastic tumor, special type | Histiocytic sarcoma/malignant histiocytosis | Inflammatory myofibroblastic tumor/myofibroblastic sarcoma
KIF5B::EPC1	Adenocarcinoma
KIF5B::FGFR1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KIF5B::HHAT	Adenocarcinoma
KIF5B::HPS4	Adenocarcinoma
KIF5B::MET	Adenocarcinoma
KIF5B::NTRK1	Adenocarcinoma
KIF5B::NTRK2	Glioma, NOS | Adenocarcinoma | Neuroglial neoplasm, special type
KIF5B::PDGFRA	Chronic eosinophilic leukemia/hypereosinophilic syndrome
KIF5B::RAF1	Soft tissue tumor, NOS
